Term	TermFreq >= 1	PosClassDiff (correct-estimate)	NegClassDiff	PosClassAvDiff	NegClassAvDiff	CorrectClass1pos	CorrectClass2pos	CorrectClass3pos	CorrectClass4pos	CorrectClass5pos	CorrectClass1neg	CorrectClass2neg	CorrectClass3neg	CorrectClass4neg	CorrectClass5neg	
9fo4cq	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@supergirlsean	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
awardsgiving	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
cite	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
sunset	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
boulevard	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
1950	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
ayaimg	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@naturecanteen	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
alternatively	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
steamed	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
pasta	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
sini	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
pijat	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
hehehrt	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@finaislittlebos	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
stack	1	1	-2	1.0	-2.0	0	1	0	0	0	1	0	0	0	0	
slut	1	1	-2	1.0	-2.0	0	1	0	0	0	1	0	0	0	0	
@kbox	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@cee_nito	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
a6rflc	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@gorgeousgain	1	-1	-1	-1.0	-1.0	1	0	0	0	0	1	0	0	0	0	
noy	1	-1	-1	-1.0	-1.0	1	0	0	0	0	1	0	0	0	0	
cancelled	1	-1	-1	-1.0	-1.0	1	0	0	0	0	1	0	0	0	0	
dvo	1	-1	-1	-1.0	-1.0	1	0	0	0	0	1	0	0	0	0	
makikita	1	-1	-1	-1.0	-1.0	1	0	0	0	0	1	0	0	0	0	
namin	1	-1	-1	-1.0	-1.0	1	0	0	0	0	1	0	0	0	0	
yap	1	-1	-1	-1.0	-1.0	1	0	0	0	0	1	0	0	0	0	
@dorfird	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
manufacturers	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
recognize	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
rested	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
parent	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
2351	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
beaten	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
ugma	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
1900	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
@juelz04	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
pretzel	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
corners	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
runnin	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
@halfcrazee	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
@flatfoot56	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
bocadillo	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
sal	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
aceite	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@pinnie99	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@brianinc	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
lieberman	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
proposes	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
legalizing	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
bisexual	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
military	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
cbr1uh	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@cupcakes	1	-1	-1	-1.0	-1.0	0	1	0	0	0	0	0	1	0	0	
gameplay	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
footage	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
persia	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
sands	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
142276	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
@shadyrunway	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
dumb	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
@xyusra	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
cr	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
reday	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
15th	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
registration	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
@blogxilla	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
@sandra_bullshit	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
precious	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
killer	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
frantic	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
97kb0n	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
@marijrodriguez	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
oscar2010	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
craze	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
dysxok	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
porch	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
grilling	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
@cheth	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@sexcigarsbooze	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@chettinnae	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
aurora	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
snows	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
freeinstanttwitterfollowers	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@kellicb	1	0	-2	0.0	-2.0	1	0	0	0	0	0	1	0	0	0	
cameron's	1	0	-2	0.0	-2.0	1	0	0	0	0	0	1	0	0	0	
washed	1	0	-2	0.0	-2.0	1	0	0	0	0	0	1	0	0	0	
terrible	1	0	-2	0.0	-2.0	1	0	0	0	0	0	1	0	0	0	
@ncity	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
marlboro	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
court	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
>:(	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
freakin	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
surveys	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
aoga	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@22percent	1	-2	0	-2.0	0.0	1	0	0	0	0	0	0	1	0	0	
hahaahaha	1	-2	0	-2.0	0.0	1	0	0	0	0	0	0	1	0	0	
relationshiprules	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
bqjtvl	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
minnie	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
moocher	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
blues	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
catholicism	1	0	-2	0.0	-2.0	1	0	0	0	0	1	0	0	0	0	
causes	1	0	-2	0.0	-2.0	1	0	0	0	0	1	0	0	0	0	
population	1	0	-2	0.0	-2.0	1	0	0	0	0	1	0	0	0	0	
uhr	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
puritans	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
kuenstler	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
these_new_puritans	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
outing	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
fernandina	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
pcobw6	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
@hairgeek	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
@tamiute	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@cbcn	1	0	-1	0.0	-1.0	0	0	1	0	0	1	0	0	0	0	
buds	1	0	-1	0.0	-1.0	0	0	1	0	0	1	0	0	0	0	
accustomed	1	0	-1	0.0	-1.0	0	0	1	0	0	1	0	0	0	0	
chaim	1	0	-1	0.0	-1.0	0	0	1	0	0	1	0	0	0	0	
cheers	1	0	-1	0.0	-1.0	0	0	1	0	0	1	0	0	0	0	
locker	2	-2	0	-1.0	0.0	1	1	0	0	0	0	2	0	0	0	
womanscorned	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
@courtney_hearts	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
erin	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
qui	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
bz4u14	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
2ihw5	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
awhile	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
@royalty414	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
throws	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
leviticus	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
commences	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
shadow	1	0	-3	0.0	-3.0	0	1	0	0	0	1	0	0	0	0	
amen	1	0	-3	0.0	-3.0	0	1	0	0	0	1	0	0	0	0	
ya25afe	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@eroticnotebookpart	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
zgqck	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
nsfw	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
imagines	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
orgasm	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
joins	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@boyreporter	1	-2	0	-2.0	0.0	1	0	0	0	0	0	0	1	0	0	
@dosedotca	1	-2	0	-2.0	0.0	1	0	0	0	0	0	0	1	0	0	
rourke	1	-2	0	-2.0	0.0	1	0	0	0	0	0	0	1	0	0	
exact	1	-2	0	-2.0	0.0	1	0	0	0	0	0	0	1	0	0	
assholes	1	-2	0	-2.0	0.0	1	0	0	0	0	0	0	1	0	0	
corporate	2	0	-4	0.0	-2.0	2	0	0	0	0	2	0	0	0	0	
bankruptcies	2	0	-4	0.0	-2.0	2	0	0	0	0	2	0	0	0	0	
decline	1	0	-2	0.0	-2.0	1	0	0	0	0	1	0	0	0	0	
seventh	2	0	-4	0.0	-2.0	2	0	0	0	0	2	0	0	0	0	
c99mn8	1	0	-2	0.0	-2.0	1	0	0	0	0	1	0	0	0	0	
somehow	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
@kimbaleo	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
@tristanrose	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
mo'nique	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
yourock	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
b9a6s	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@amfan_jenny	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
wondering	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
mousepad	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
zazle	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
144580030650343173	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
238425235349168154	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ibmlotusnotes	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
4u1rof	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
illegal	1	0	-1	0.0	-1.0	0	1	0	0	0	1	0	0	0	0	
@iamsucceeding	1	-1	0	-1.0	0.0	0	0	1	0	0	1	0	0	0	0	
ganha	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
scar	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
melhor	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
@webleedhiphop	1	-1	1	-1.0	1.0	0	1	0	0	0	0	1	0	0	0	
@afutami	1	-2	-1	-2.0	-1.0	1	0	0	0	0	1	0	0	0	0	
@rizkiyuniarini	1	-2	-1	-2.0	-1.0	1	0	0	0	0	1	0	0	0	0	
@dianadityanl	1	-2	-1	-2.0	-1.0	1	0	0	0	0	1	0	0	0	0	
negotiation	1	-2	-1	-2.0	-1.0	1	0	0	0	0	1	0	0	0	0	
undp	1	-2	-1	-2.0	-1.0	1	0	0	0	0	1	0	0	0	0	
maf	1	-2	-1	-2.0	-1.0	1	0	0	0	0	1	0	0	0	0	
ikut	1	-2	-1	-2.0	-1.0	1	0	0	0	0	1	0	0	0	0	
@jeyounit11	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
@yupyouknowthis	1	1	-2	1.0	-2.0	0	0	1	0	0	0	1	0	0	0	
oscarshighlights	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
gabourey	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
gerard	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
butler	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
wonderwall	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
wallstate	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
2__	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
gabby	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
1507	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
@kelsian	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
@tstevens428	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
lesser	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
paramount	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
younge	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
wellesley	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@rpattzscene	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
bel	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ami	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
bbwoty	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
10min	1	-1	0	-1.0	0.0	0	1	0	0	0	0	1	0	0	0	
@stybnk2010	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
kate	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
winslet's	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
way'what	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
ht	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
bubbles	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
sweets	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
effervescent	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
unexpected	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
desserts	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
9tanuh	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
tidoer	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
siapa	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
mafyapss	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@nabilafauzia	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
td	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
kerumah	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@amelmo	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
gajadi	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
manggil	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
4avzq	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@noellelove11	1	0	-1	0.0	-1.0	0	1	0	0	0	0	1	0	0	0	
@rottentomatoes	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
sandra	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
razie	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
@thegreenhouse	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
item	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
briche	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
herbs	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
13709346	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
happyincle	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@dofoley	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@designsponge	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
@juliarothman	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
bcuz	1	-2	-1	-2.0	-1.0	1	0	0	0	0	0	1	0	0	0	
smerf	1	-2	-1	-2.0	-1.0	1	0	0	0	0	0	1	0	0	0	
smokes	1	1	1	1.0	1.0	0	1	0	0	0	0	1	0	0	0	
@thebeat1005	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
darude	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
charice	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
bi8urn	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
@thedreamyregina	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ayo	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
serbu	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
beramai	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ramai	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
nyepi	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ngacir	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
jd	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
sblm	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
qta	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
rampok	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@ralphmacchio	1	1	-2	1.0	-2.0	0	1	0	0	0	0	0	1	0	0	
@alardw	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
@chicagogirl27	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@scottmelnick	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ideas10	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
district	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
gross	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
@sha_loso	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
cavs	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
celtics	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
wishy	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
washy	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
thm	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
q9illogxn0e	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
banquets	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
marriott	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
590656	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
jobsurl	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
1ad7e8	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
42y3fe	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
chrome	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
b9byfa	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@mussumalive	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
calorie	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
burned	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
57kcal	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
tweetcalories	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
@fngrcufs	1	0	-1	0.0	-1.0	0	0	1	0	0	0	0	1	0	0	
fic	1	0	-1	0.0	-1.0	0	0	1	0	0	0	0	1	0	0	
@dropthelime	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@ac_slater	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@12thplanet	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@flinch_pseudo	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
improvement	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
hubbi	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
miller	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
@leehathaway	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
aha	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
vain	1	1	-2	1.0	-2.0	0	0	0	0	1	1	0	0	0	0	
@christoferdrew	1	1	-2	1.0	-2.0	0	0	0	0	1	1	0	0	0	0	
@nytimes	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
wabc	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
returned	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
cablevision	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
suspect	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
identity	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
stolen	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
2r6dxp	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
items	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
vernon	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
nik	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
naks	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
curb	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
ddcx46	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
@mmh_pinky	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
aiqhtt	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
pickney	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
@michaelhyatt	1	-2	0	-2.0	0.0	0	1	0	0	0	1	0	0	0	0	
rolltop	1	-2	0	-2.0	0.0	0	1	0	0	0	1	0	0	0	0	
bgh3cr	1	-2	0	-2.0	0.0	0	1	0	0	0	1	0	0	0	0	
@runaddicts	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
lone	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
pack	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
runner	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
5xntn	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
th8	2	0	-1	0.0	-0.5	2	0	0	0	0	2	0	0	0	0	
mlprg	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@illustriousace	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
@splitscr33n	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
@prettydagodd	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
drivin	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
michele	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
dani	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
@nfs_nfl	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
fells	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
visits	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
cidcts	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
needforsports	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@sweetestbitch	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
ifbiggiewashere	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
ripbig	2	-1	2	-0.5	1.0	1	0	1	0	0	0	1	1	0	0	
d61yzx	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@nmtautism	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
asd	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
